Review Text,Aspect Term,Aspect Category,Opinion Term,Sentiment Polarity,Done,Main,Human
"Great,there's no problem, I've always been updated on any latest on my account",account updates,Transparency & Communication,always been updated,positive,Y,1.0,Y
"I DIDN,T HAVE TO JUMP THROUGH HOOPS TO GET ALL MY MONEY OUT, & THEY HAVE VERY NICE. &. HELPFUL PHONE STAFF :-)",get all my money,Fund Management,didnt have to jump through hoops,positive,Y,1.0,Y
nan,phone staff,Customer Support,very nice & helpful,positive,Y,0.0,Y
"The transfer was simply hassle free .
All done very quickly .
Very satisfied",transfer,Fund Management,"simply hassle free, done very quickly",positive,Y,1.0,Y
"Easy to access and change online, good communication via e-mail.",access and change online,Website & Usability,Easy,positive,Y,1.0,Y
nan,communication via e-mail,Transparency & Communication,good,positive,Y,0.0,Y
Very helpful staff! I needed to transfer my money pot and it was so easy as guided through over the phone.,staff,Customer Support,Very helpful,positive,Y,1.0,Y
nan,transfer my money pot,Fund Management ,so easy,positive,Y,0.0,Y
It keeps me up to date with my pension and allows me to make adjustments if so wished.,communication (implicite),Transparency & Communication,keeps me up to date,positive,Y,1.0,Y
nan,make adjustements,Fund Management,allows me,positive,Y,0.0,Y
"i WANT TO MOVE PART OF MY [Company X] PENSION INTO ANOTHER PENSION POT AND THIS IS NOT ALLOWED.

THEY WERE QUICK TO LET ME TRANSFER IN BUT I CANNOT TRANSFER PART OUT NOW.",transfer in,Fund Management,quick,positive,Y,1.0,Y
nan,transfer out part of pension pot,Fund Management,not allowed, negative,Y,0.0,Y
WORST PENSION COMPANY OUT THERE COULDNT ORGANISE A PARTY IN A BREWERY AVOID IF YOU CAN MONEY GROWS FASTER IN A HIGH INTEREST ACCOUNT,pension company,Trust & Reliability,worst out there,negative,Y,1.0,Y
nan,money,Fund Management,grows faster in a high interest account,negative,Y,0.0,Y
Most pensions only take a week to go in after you have filled out annoying forms but nest takes 15 working days (3weeks) was hoping to get before Christmas no chance,Most pensions,Alternative Provider,only take a week,positive,Y,1.0,Y
nan,Funds withdrawal (implicit),Fund Management,takes 15 working days (3 weeks),negative,Y,0.0,Y
Extremely easy and quick to tranfer several pensions into my [Company X] pension. Good communication throughout.,transfer several pensions into,Process & Onboarding,Extremely easy and quicK,positive,Y,1.0,Y
nan,communication,Transparency & Communication,Good throughout,positive,Y,0.0,Y
"They tell me I canât opt out even though I havenât been with them a month yet. They want me to contact the company that enrolled me. This is just a delaying tactic. Every other review about not being able to opt out is 100% true.
They are a money orientated company so all they want is your money. I havenât even been with the company who enrolled me a month yet. [Company X] are a horrible company who are not to be trusted. Refuse to enrol with them. If I had known before this all started I would never have let Reed Enroll me in the first place.",opt out,Process & Onboarding,tell me i can't even thought less than a month,negative,Y,1.0,Y
nan,horrible company,Trust & Reliability,not to be trusted,negative,Y,0.0,Y
Always happy with [Company X] and correspondence and having some funds for when I retire,correspondance,Transparency & Communication,always happy,positive,Y,1.0,Y
nan,when I retire,Trust & Reliability,having some funds,positive,Y,0.0,Y
Very easy to set up a payment to add more to my pension pot,set up a payment ,Fund Management,Very easy,positive,Y,1.0,Y
"Not user friendly. No human contact, no email address, no phone number. Would not recommend. My accountant set me up them.. whoever they are.",website (implicit),Website & Usability,Not user friendly,negative,Y,1.0,Y
nan,customer support (implicit),Customer Support,No human contact,negative,Y,0.0,Y
"Great work, easy to manage, easy to do transfer money from another company",manage,Fund Management,easy,positive,Y,1.0,Y
nan,transfer money,Fund Management,easy to do ,positive,Y,0.0,Y
Easy to know how much i have contributed and how to use the app to monitor my pension.,contributed,Transparency & Communication,easy to know,positive,Y,1.0,Y
nan,use the app,Website & Usability,Easy,positive,Y,0.0,Y
My pension has grown very well. I find it easy to access my account. Thank you for an excellent seevice.,pension grown,Fund Management,very well,positive,Y,1.0,Y
nan,access my account,Account & Access,easy,positive,Y,0.0,Y
nan,service,Trust & Reliability,Thank you ,positive,Y,0.0,Y
Gives me peace of mind that I will have extra in my nest pension when I retire,extra in my pension,Trust & Reliability,Gives me peace of mind,positive,Y,1.0,Y
The transfer was achieved promptly and was quite simple to arrange.,transfer,Fund Management,achieved promptly and quite simply,positive,Y,1.0,Y
"Very easy to transfer,and help from the people on hand when I phoned.. All no problems.",transfer,Fund Management ,Very easy,positive,Y,1.0,Y
nan,help from the people,Customer Support,All no problems,positive,Y,0.0,Y
"Biggest scam in the UK,my funds are always down, they are loosing people money, I'm sure i have less money than i invested.",funds growth (implicit),Fund Management,"biggest scam, funds down, less money than invested",negative,Y,1.0,Y
"I didn't make myself clear in my last message. I am transferring a pension from [Company X] to Standard Life they both use the same transfer service so you would think things would go smoothly. My name and date of birth are the same on both systems [Company X] queried my name first of all which delayed me about a month, they then queried my date of birth another month delay. (Why didn't they check the details together). These were both correct already!! You don't get any updates from them so I complained to [Company X] who were quick to contact me by phone but the lady didn't give me any information as to what was going on or why it was taking so long. The latest thing is [Company X] will wait until you are not putting money into your pension anymore. I messaged them on their messaging service to say I wasn't. A few weeks later they contact you to say you have to go into the app to press a button to confirm you are not still paying into [Company X], more delay. The latest delay tactics is they have now told me I must wait 10 days before they will transfer the money to my Standard Life account as this could be a fraudulent transaction!! After all the hoops I have had to jump through and all the details going through a secure system this absolutely stinks of deliberate, unnecessary delaying tactics. This process has taken over 4 months which should in this day and age taken a couple of days. Disgraceful. Also to add, the reason I am switching is Standard Life charge me 0.5% and [Company X] charge 2% fees.",transfer,Fund Management ,took over 4 months instead of a few days,negative,Y,1.0,Y
